Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
"Una (1) Camisa bordada ""Vyshyvanka"" /Una (1) obra decorativa ""Descent into the hell of war""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2023-12-10;Inferior a 4 módulos.;Residencia Presidencial de Olivos;de Ucrania Delegación
Obsequio de Cortesía: Cuadro PFA Superintendencia Bomberos;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-29;Inferior a 4 módulos.;;PFA - Superintendencia Bomberos
Obsequio de Cortesía: Cuadro SPF;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-30;Inferior a 4 módulos.;;Servicio Penitenciario Federal
Obsequio de Cortesía: Tabla PSA - Calafate;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-29;Inferior a 4 módulos.;Despacho;Policia Seguridad Aeroportuaria
Obsequio de Cortesía: Placas PNA - Calafate;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-29;Inferior a 4 módulos.;Despacho;Prefectura Naval Argentina
Medalla;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-26;Inferior a 4 módulos.;Despacho;Embajada de los Estados Unidos
Bandera de Ceremonias;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-25;Inferior a 4 módulos.;Despacho;Servicio Penitenciario Federal
"Libro ""Derecho de los Hidrocarburos"" de autoría del Dr. Rodolfo Alejandro DÍAZ. Editorial Thomson Reuters La Ley.";BARRA Rodolfo Carlos;Procurador del Tesoro de la Nación;Procuración del Tesoro de la Nación;2024-01-22;Inferior a 4 módulos.;;DÍAZ Rodolfo Alejandro
VasoTérmica Stanley + medalla.;Cosentino Alejandro José;Secretario de Innovación, Ciencia y Tecnología;Jefatura de Gabinete de Ministros;2024-01-22;Superior a 4 módulos o imposibilidad de determinar su valor.;IF-2024-08765612-APN-SICYT#JGM;Embajada de EEUU en Argentina
Caja con 2 medallas, Policía de Seguridad Aeroportuaria;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-22;Inferior a 4 módulos.;;Policia de Seguridad Aeroportuaria
Cuadro Prefectura Naval Argentina - Guardacosta Mantilla;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-16;Inferior a 4 módulos.;;Prefectura Naval Argentina
Billetera de cuero;Francos Guillermo Alberto;Ministro del Interior;Ministerio del Interior;2024-01-12;Inferior a 4 módulos.;;Embajador de los Emiratos Árabes Unidos
"Bebida Nacional de Japón ""Sake""";Francos Guillermo Alberto;Ministro del Interior;Ministerio del Interior;2024-01-08;Inferior a 4 módulos.;;Embajador del Japon en Argentina
"Vino ""Escala Humana""";Francos Guillermo Alberto;Ministro del Interior;Ministerio del Interior;2024-01-02;Inferior a 4 módulos.;;Embajada de la República de Türkiye en Buenos Aires
Maqueta en escala de una represa;Francos Guillermo Alberto;Ministro del Interior;Ministerio del Interior;2023-12-28;Inferior a 4 módulos.;;CGGC Intl.
Botella de vino tinto Pentavarietal - marca Los Cerros de San Juan - producto de Colonia, Uruguay;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-22;Inferior a 4 módulos.;;EMBAJADA DE LA REP ORIENTAL DEL URUGUAY
Dos libros de la Empresa Huawei;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-18;Inferior a 4 módulos.;;HUAWEI TECH INVESTMENT CO LTD
Una botella de vino Karas y una botella de Ararat 10 years armenio;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-19;Inferior a 4 módulos.;;Embajada de la República de Armenia en Argentina
"Libro ""La Pedagogía del Amor""";Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-14;Inferior a 4 módulos.;;Quiroga Luis Alberto
Urna electoral antigua de madera;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-14;Inferior a 4 módulos.;;Fernández de Azcarate Diego
*Calendario 2024 basado en la obra de Giuseppe Castiglione. * Un paquete de té en hebras.;Cosentino Alejandro José;Secretario de Innovación, Ciencia y Tecnología;Jefatura de Gabinete de Ministros;2024-01-10;Inferior a 4 módulos.;;Embajada de la República Popular de China
"Libro "" Hasta la libertad siempre"" de Juan Martin Silvano Nuñez";Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2023-12-29;Inferior a 4 módulos.;;Silvano Nuñez Juan Martin
Té en Hebras;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-10;Inferior a 4 módulos.;;Embajada de China
"Libro ""El Espejo ovalado"" de Ricardo Sáenz";Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2024-01-08;Inferior a 4 módulos.;;Saenz Ricardo
Hebilla de cinturón personalizada en estuche negro de pana y Mini alfajores regionales;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-14;Inferior a 4 módulos.;;Gobernación de Córdoba
Caja con variedad de frutas regionales;Francos Guillermo Alberto;Ministro;Ministerio del Interior;2023-12-29;Inferior a 4 módulos.;;Patagonia Sunrise SRL
2 Copas de vino marca Bohemia Crystal;LAVAGNA MARCO JUAN;DIRECTOR;INSTITUTO NACIONAL DE ESTADÍSTICA Y CENSOS;2023-12-29;Inferior a 4 módulos.;;Roldán Miriam Sandra
Un (1) Cuadro con el retrato de San Martín basado en impresiones;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-28;Superior a 4 módulos o imposibilidad de determinar su valor.;Instituto Nacional Sanmartiniano;Ghigliazza Ramiro
Canasta Navideña;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2023-12-21;Inferior a 4 módulos.;;Ritondo Cristian
Caja de 6 vinos malbec - marca Alamo;VILLAGGI ALFREDO;DIRECTOR;APN;2023-12-22;Inferior a 4 módulos.;;Serman & Asociados S.A.
Canasta Navideña.;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2023-12-20;Inferior a 4 módulos.;;Embajada de Los Estados Unidos de América
Libro;Bullrich Patricia;Ministra;MINISTERIO DE SEGURIDAD;2023-12-18;Inferior a 4 módulos.;;Alvarez Diego
Set de mermeladas;Bullrich Patricia;Ministra;Ministerio de Seguridad;2023-12-14;Inferior a 4 módulos.;;Directora de Las Americas UK
Libro;Bullrich Patricia;Ministra;Ministerio de Seguridad;2023-12-14;Inferior a 4 módulos.;;Lencovich Jonathan
UN (1) VINO.;Rodriguez Santiago Juan;Director Nacional;Dirección Nacional del Registro Nacional de las Personas;2022-12-14;Inferior a 4 módulos.;Dirección Nacional;Curbelo José Luis
UNA (1) botella de vino tinto.;Rodriguez Santiago Juan;Director Nacional;Dirección Nacional del Registro Nacional de las Personas;2021-10-22;Inferior a 4 módulos.;Dirección Nacional del Registro Nacional de las Personas;Sáenz Gustavo
"UNA (1) caja de productos: UN (!) frasquito de aceitunas; UNA (1) botella de 500 ml de aceite de oliva. UN (!) frasquito de nueces peladas.";Rodriguez Santiago Juan;Director Nacional;Dirección Nacional del Registro Nacional de las Personas;2023-08-31;Inferior a 4 módulos.;Dirección Nacional;Casas Lucas
"Un (1) Cuadro ""Pensar en Grande""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-27;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ciudadano Ciudadano
"Cuadro de marco blanco representativo del ""Premio Carlos Jáuregui 2023.";Mazzina Guiñazú Ayelén;Ministra;Ministerio de las Mujeres, Géneros y Diversidad;2023-11-03;Inferior a 4 módulos.;;Fundación Igualdad
"Remera blanca de algodón con la inscripción: ""Recordar es resistir"". El cuaderno anotador contiene hojas lisas";Mazzina Guiñazú Ayelén;Ministra;Ministerio de las Mujeres, Géneros y Diversidad;2023-10-24;Inferior a 4 módulos.;;Cooperativa Esquina Libertad
"Libro de tapa dura ""Salta - Los Valles del Sol"" del Gobierno de la Provincia de Salta.";Perczyk Jaime;Ministro de Educación de la Nación;Ministerio de Educación;2023-11-30;Inferior a 4 módulos.;;Ministro de Educación, Cultura, Ciencia y Tecnología de la provincia de Salta
Producto regional comestible. Medalla y Señalador;Perczyk Jaime;Ministro de Educación de la Nación;Ministerio de Educación;2023-11-14;Inferior a 4 módulos.;;Embajada de Hungría
"Un (1) Cuadro ""Homenaje a Paulo Freire""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-27;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Javier Vazquez Oscar de Bueno y
"Dos (2) libros:"" Políticas integrales en materia de territorio, urbanización y vivienda"" / ""Procrear, 10 años de habitar el territorio""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-23;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Territorial y Habitat Procrear- Ministerio de Desarrollo
"Dos (2) libros en QR: ""Instituto Superior de Control de la Gestión Pública"" /""Guía del patrimonio Cultural de SIGEN""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Montero Carlos Antonio
"Un (1) libro: "" Télam Digital Memoria y Futuro 2019-2023""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Llorente Bernarda
Un (1) Album de fotos de G20 en India;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-16;Inferior a 4 módulos.;Residencia Presidencial de Olivos;de la India Embajada de la República Argentina en la República
"Un (1) CD: "" Por qué llora mi alma?+ Un (1) Cuadro infantil";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-16;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ciudadano Ciudadano
"Tres (3) libros: ""La Venida del Señor""/""Compendio de la Doctrina Social de la Iglesia""/""La Consagración a María y la Nueva Alianza""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-16;Inferior a 4 módulos.;Ministerio de Educación;Difusión del Santuario Centro de
Un (1) Cuadro con retrato/foto del Sr. Alberto Fernández/Un (1) Cuadro con retrato/ foto del Sr. Alberto Fernández y la Sra. Cristina Fernández;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-28;Inferior a 4 módulos.;Museo Casa Rosada;Navarro Gustavo
Un (1) Reloj de pulsera Citizen;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2022-10-11;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Bertoldi Javier
Una (1) Lapicera Mont Blanc con sus iniciales AF;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2022-05-20;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Martinez Gerardo
"Dos (2) libros: ""Cuadernos Americanos 180""/""Camino Ancestral Qhapaq Ñan""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-16;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
Dos (2) Remeras UVA;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social;UVA Unión Vegana Argentina-
"Una (1) Remera: FUTEN""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social;del Estado Nacional FUTEN- Frente Unico Trabajadores
"Una (1) Remera ""La Muñequita Perez""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Evita Movimiento
"Un (1) libro: "" Solidaridad""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-13;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Font Gabriel Boric
"Un (1) libro: ""Cóndor""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-13;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Bielsa Rafael
Una (1) Piedra pintada con el retrato del Presidente Alberto Fernandez + Una (1) Estampita de la BeataMaría Ludovica+ Un (1) Pañuelo de #Micaela Somos Todas+ Un (1) Pañuelo de Familiares y Compañeros de los 12 de la Santa Cruz;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Ocampo Ariel
"Dos (2) Revistas ""Cepal N° 140- Agosto 2023""/ ""La inversión Extranjera Directa""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Residencia Presidencial de Olivos;CEPAL Naciones Unidas-
"Un (1) Cuento: ""BILL""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-01;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Jimenez Patricia
"Una (1) Camiseta de Fútbol ""APF Paraguay""+ Un (1) Vaso térmico+ un (1) portallave + Un (1) apoya mousse";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-31;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Peña Santiago
Lienzo enrollado de aprox. 3 metros de largo.;Cafiero Santiago Andrés;Ministro de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2022-06-30;Inferior a 4 módulos.;Ministerio de Relaciones Exterioes, Comercio Inetrnacional y Culto;Embajada de China en Argentina
Plato decorado junto con soporte.;Cafiero Santiago Andrés;Ministro de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2022-07-22;Superior a 4 módulos o imposibilidad de determinar su valor.;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Museo de Hanói
2 esculturas de mármol de 12 cm de alto por 5 de ancho.;Cafiero Santiago Andrés;Ministro de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2022-07-22;Superior a 4 módulos o imposibilidad de determinar su valor.;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Relaciones de Chile
Jarrón Decorado y base de madera.;Cafiero Santiago Andrés;Ministro de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2022-07-22;Superior a 4 módulos o imposibilidad de determinar su valor.;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Industria y Comercio de Vietnam
1 escultura de aprox 15 cm de alto - en vitrina y caja;Cafiero Santiago Andrés;Ministro de Relaciones Exterires, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2022-08-12;Superior a 4 módulos o imposibilidad de determinar su valor.;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores de Arabia Saudita
1 jarrón de 25 cm artesanal;Cafiero Santiago Andrés;Ministro de Relaciones Exteriores, Comercio Internacional y Culto;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;2023-01-19;Superior a 4 módulos o imposibilidad de determinar su valor.;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Embajada de Turquía en Argentina
"Dos (2) libros: "" Mamani Mamani""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: "" La historia cambia y la vamos a cambiar""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Educación;LAFKEN WINKUL MAPU Comunidad LOF
"Un (1) libro: ""Piedra Palabra""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Tres (3) libros: "" Memoria y Dictadura""/""El libro de la Muestra de Clara Anahí Mariani""/""Esma Ex Centro Clandestino de Detención, Tortura y Exterminio""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Educación;para la Memoria Espacio Memoria- Instituto Espacio
"Un (1) libro: "" Desovillando la Historia""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Tres (3) Cds: ""Música Ciudadana""/""Vía Crucis Latinoamericano"" /""Homenaje a América""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Guerreño Amanda
"Un (1) CD: ""The IDAN RAICHEL Project""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;MInisterio de Desarrollo Social;Ciudadano Ciudadano
"Un (1) libro: ""Color Humano""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Eyras Juan Pablo
"Un (1) libro: ""Bajo la sombra del líder""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""El peronismo de la revuelta""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) CD: ""La Nueva Voz del Folklore""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Muzzio Helena
Pasajes y alojamiento para participación en reunión de consultoría en Viena por OIEA;Lopez Erika Vanesa;Analista de Envejecimiento TNG 421;Gerencia de Área Energía Nuclear;2023-10-31;Superior a 4 módulos o imposibilidad de determinar su valor.;Viaticos y alojamiento para evento de la OIEA;Organismo Internacional de Energía Atómica
"Un (1) libro: ""La historia de Pauny""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Fe que se hace pública""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Construyamos memoria frente al engaño neoliberal""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Colicigno Antonio
"Un (1) libro: ""La Revelación""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""El mundo habla, habla de todes""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Canciones Romances y Baladas"" + Un (1) CD";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Pedagógico Ediciones Centro
"Un (1) libro: "" Sin Perdón no hay futuro""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Hooft Christian
"Un (1) libro: ""Memorias, balada de la ciencia""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""La Vengadora""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Tres (3) libritos: "" Programa de Estudios sobre Poder Judicial 1, 2 y 3""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;EDUNPAZ Editorial Universitaria-
"Un (1) libro: ""Psicología del rendimiento""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Argentina y Brasil Cumbre Bilateral""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;UIN Unión Industrial Argentina-
"Un (1) libro: ""Tierra Adentro""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Liotta Patricl
"Un (1) libro: ""Civilización y barbarie en el mar Argentino""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Incidencias del Código Civil y Comercial""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""El inmortal""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""Financiando el desarrollo """;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Asinelli Christian
"Un (1) libro: ""Las guerras del general Omar Torrijos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
CUNA MINIATURA DE MADERA;Vizzotti Carla;Ministra de Salud de la Nación;Ministerio de Salud;2023-11-28;Inferior a 4 módulos.;;Ministerio de Justicia y Derechos Humanos de la Nación
Cuadro (16cm x 16cm) con dos figuras en relieve en metal dorado.;Vitobello Julio Fernando;Secretario General de Presidencia de la Nación;SECRETARIA GENERAL;2023-05-23;Inferior a 4 módulos.;;Embajada de Ucrania
Cuadro, bombo pequeño, caja con un vino, aceitunas y frutos secos;Vitobello Julio Fernando;Secretario General de Presidencia de la Nación;SECRETARIA GENERAL;2023-02-13;Inferior a 4 módulos.;;Gobierno de la Provincia de La Rioja
"Un (1) CD: "" Yacaré Manso""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ciudadana Ciudadana
"Un (1) libro: ""Pinta bien. Pinta San Luis""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Lange Mario
"Dos (2) libros: "" Nuestra casa, nuestra historia, nuestras luchas"" / ""Braden o Perón""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: "" Una Mirada diferente""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Claves para descifrar el rompecabezas""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""Nunca más""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Desarme y no proliferación""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: "" La noche de las corbatas""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Cremonte Matías
"Un (1) libro: "" Memoria detallada del estado de la nación""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;de la Nación Jefatura de Gabinete de Ministros- Presidencia
"Un (1) libro: ""Derecho ambiental de los hidrocarburos en el mar""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Proyecto de código de protección de las y los consumidores y usuarios de la nación""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ramón José Luis
"Seis (6) libros: ""Revista Defensa Nacional"" / ""Perón y la Defensa Nacional """;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;la Defensa Nacional UNDEF- Universidad de
"Un (1) libro: ""Conociendo nuestros derechos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Los principios constitucionales de un sistema pena democrático""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""200 años del tratado del Pilar""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Giordano Iván
"Un (1) libro: ""¿Cómo lo hicieron los chinos?""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Dos (2) libros: ""Tendencias privatizadoras de y en la educación argentina"" / ""La privatización educativa en Argentina""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;CTERA Secretaría de Educación-
"Un (1) libro :"" Desarrollando a Nuestro Futuro Jefe""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""La chica de la sonrisa eterna""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""Somos sobrevivientes """;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Siccardi Fabián Martínez
"Un (1) libro: ""Tareas Pendientes""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: "" La fatiga democrática""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: ""Ciencia por la Verdad""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Lema Gustavo
Vino - Natural Qveri Wine producido en Georgia.;Perez Esquivel Andrés;Director de Asuntos Internacionales;Dirección Nacional de Migraciones;2023-11-27;Inferior a 4 módulos.;Dirección de Asuntos Internacionales;Embajada de Georgia
"Un (1) libro: "" Cambalache… y…Jubilados en Lucha!!";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;López Luis Jorge
"Un (1) libro : ""Negacionismo del Genocidio Armenio""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-10;Inferior a 4 módulos.;Ministerio de Educación;Boulgourdjian Nélida Elena
