Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
"Libro ""Memorias para el Futuro"". José Antonio Romero Feris.";Faurie Jorge;Ministro de Relaciones Exteriores y Culto;Ministerio de Relaciones Exteriores y Culto;2017-09-20;Inferior a 4 módulos.;;Romero Feris José Antonio
Medalla;Faurie Jorge;Ministro de Relaciones Exteriores y Culto;Ministerio de Relaciones Exteriores y Culto;2017-11-22;Inferior a 4 módulos.;;Ministerio de Asuntos Exteriores de Serbia
Item decorativo con forma de obelisco;Faurie Jorge;Ministro de Relaciones Exteriores y Culto;Ministerio de Relaciones Exteriores y Culto;2017-11-22;Inferior a 4 módulos.;;Embajada de Egipto en Argentina
Lapicera;Otamendi Santiago;Secretario de Justicia;Ministerio de Justicia y Derechos Humanos;2017-12-05;Inferior a 4 módulos.;;Reimundes Daniel M
Cuenco de vidrio tallado;Aranguren Juan José;Ministro;Ministerio de Energía y Minería;2017-12-12;Inferior a 4 módulos.;;Embajada de la Republica Checa
Bolsa de Hoteles Verdes que contiene una muestra decorativa de una caña, un bolígrafo y un indicador magnético de página y renglón .;DELLAGIOVANNA AGUSTIN;DIRECTOR NACIONAL;Ministerio de Desarrollo Social;2017-10-31;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;;Hoteles mas verdes
Escultura de madera pintada con acrílico.;Santos José Gustavo;Ministro;Ministerio de Turismo;2017-12-07;Inferior a 4 módulos.;;Ministerio de Turismo de Brasil
Artesanía de madera y tela de arpillera que representa un pesebre.;Santos José Gustavo;Ministro;Ministerio de Turismo;2017-12-07;Inferior a 4 módulos.;;SENATUR
Una bolsa con una billetera de cuero, una tarjeta de descuento de FVMVM, un destornillador philip de Tetra Pak y un cubo de Sancor Seguros.;DELLAGIOVANNA AGUSTIN;DIRECTOR NACIONAL;Subsecretaría de Responsabilidad Social para el Desarrollo Sostenible;2017-11-03;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;;Estuvo como orador
Bolsa con dos remeras, un prendedor, , un bolígrafo , folletos de los 17 objetivos de desarrollo sostenible;DELLAGIOVANNA AGUSTIN;DIRECTOR NACIONAL;Ministerio de Desarrollo Social;2017-12-31;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;;Estuvo como orador de la jornada de Adhesion del sector de turismo al Pacto Global
ESTATUILLA OSO DE CERAMICA;TRIACA ALBERTO JORGE;MINISTRO;Ministerio de Trabajo, Empleo y Seguridad Social;2017-12-11;Inferior a 4 módulos.;;Ministerio Federal de Trabajo y Asuntos Sociales de Alemania
libro ZOHAR, centro de Kabbalah;Finocchiaro Alejandro;Ministro de Educación de la Nación;Ministerio de Educación;2017-12-05;Inferior a 4 módulos.;Patrimonio de la Biblioteca de los Maestros, del Ministerio de Educación de la Nación;Itic Jorge Marcelo
Ayer y Hoy, Fundación UADE;Finocchiaro Alejandro;Ministro de Educación de la Nación;ME;2017-11-27;Inferior a 4 módulos.;quedara en manos del señor Ministro de Educación;Masoero Hector
Libro sobre cientificos nobel argentinos;FRIGERIO ROGELIO;MINISTRO;Ministerio del Interior, Obras Públicas y Vivienda;2017-12-06;Inferior a 4 módulos.;;BAGO
2 CAJAS DE VINO;FRIGERIO ROGELIO;MINISTRO;Ministerio del Interior, Obras Públicas y Vivienda;2017-12-05;Inferior a 4 módulos.;;MINISTERIO DE HACIENDA Y FINANZAS DE SAN JUAN
Cabrito;FRIGERIO ROGELIO;MINISTRO;Ministerio del Interior, Obras Públicas y Vivienda;2017-11-30;Inferior a 4 módulos.;;Abdala Bartolo
Cofre de madera macizo, tapa en relieve metálico e interior forrado en pana. Medida 12*9,5 cm.;Villata Graciela Susana;Secretaria de Servicios Logísticos para la Defensa y Coordinación Militar en Emergencias;Ministerio de Defensa;2017-12-07;Inferior a 4 módulos.;;Elbit Systems
Canasta de Alimentos regionales;Bullrich Patricia;Ministra de Seguridad;Ministerio de Seguridad;2017-11-22;Inferior a 4 módulos.;;Persona en evento
"2 Cajas de vinos ""Mil Vientos"". Bodega Merced del Estero. San Juan";Soto Félix Martín;Subsecretario;Subsecretaría de Relaciones Financieras Internacionales;2017-12-05;Inferior a 4 módulos.;;Gobierno de San Juan
LAPIZ ECOLOGICO CON SEMILLAS PARA PLANTAR JUNTO CON MASETA Y TIERRA;MILMAN GERARDO FABIAN;SECRETARIO DE SEGURIDAD INTERIOR;Secretaria de Seguridad Interior;2017-12-07;Inferior a 4 módulos.;OFICINA;hONORABLE CAMARA DE DIPUTADOS DE LA NACIÓN
Tabla de madera con productos regionales: 1 frasco de dulce de leche Produlac, 1 salamin Cagnoli, 1 salamin Estancias Integradas, 1 queso Banquete;Lastra Alejandro Eloy;Secretario de Turismo;Ministerio de Turismo;2017-12-06;Inferior a 4 módulos.;;Municipalidad de Tandil
3 cajas de alfajores El Coya productos salteños x 6 unidades cada una;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-11-16;Inferior a 4 módulos.;;Fernández Ana
CALENDARIO 2018, EN LAMINAS DE 40 CM X 45 CM APROX;MILMAN GERARDO FABIAN;SECRETARIO DE SEGURIDAD INTERIOR;Secretaria de Seguridad Interior;2017-12-06;Inferior a 4 módulos.;OFICINA;EMBAJADA DE LA REPÚBLICA POPULAR CHINA
Los rollos del Mar Muerto - 1 tarjetero en acrílico - 1 cuadro con marco dorado y figura emblemática de Jerusalem;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-11-21;Inferior a 4 módulos.;;Ministerio de Justicia del Estado de Israel
Caja Navideña (2 Pan dulce, 1 garrapiñada, 1 bosilta mani, 1 champagne, 1 Budin, 1 dulce Mamon, 1 Dulce Quinotos.;García LLorente Ramón;Director de Gestión Patrimonial;Agencia de Administración de Bienes del Estado;2017-11-28;Inferior a 4 módulos.;;Intendente Municipal Dionisio Scarpin
El año mágico de Gacría Marquez, Biblioteca Mariano Moreno;Finocchiaro Alejandro;Ministro de Educación de la Nación;Ministerio de Educación;2017-08-17;Inferior a 4 módulos.;Patrimonio del señor Ministro de Educación de la Nación;Ministerio de Cultura de la Nación
"Libros de CIPPEC: América Latina después de PISA "" Lecciones aprendidas de la educación en 7 países (2000-2015), Axel Rivas. Caminos para la Educación, Axel Rivas, Florencia Mezzadra y Cecilia Veleda y 5 libros sobre educación.";Finocchiaro Alejandro;Ministro de Educación;Ministerio de Educación;2017-08-21;Inferior a 4 módulos.;Patrimonio del señor Ministro de Educación de la Nación;CIPPEC
3 Monedas de Plata en estuche de madera;Dietrich Guillermo Javier;Ministro de Transporte;Ministerio de Transporte;2017-10-02;Superior a 4 módulos o imposibilidad de determinar su valor.;Despacho del Ministro;Empresa Rusa TMH- Transmashholding
1 Moneda de plata- de 5 mark - en estuche color negro;Dietrich Guillermo Javier;Ministro de Transporte;Ministerio de Transporte;2017-11-14;Inferior a 4 módulos.;Despacho del Ministro;Banco KFW de Alemania
1 Constitución Nacional de la Republica Argentina, de cuero, en caja color azul.;Dietrich Guillermo Javier;Ministro de Transporte de la Nación;Ministerio de Transporte;2017-11-06;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;Despacho del Ministro;Procuración del Tesoro de la Nación
2 entradas tetro colon lirica 2017, andrea chenier;comin villanueva pedro martin;vicepresidente;Agencia de Administración de Bienes del Estado;2017-11-27;Superior a 4 módulos o imposibilidad de determinar su valor.;Devuelto previa consulta a la OA;banco ciudad
Billetera de cuero Tarjetero de cuero Gemelos de acrílico Set de pluma y birome;Meilan Daniel;Secretario;Ministerio de Energía y Minería;2017-11-13;Inferior a 4 módulos.;;Regalo conjunto de Comitiva del Estado Polaco
Billetera de cuero Tarjetero de cuero Gemelos de acrílico Set de pluma y birome;Biset Juan Miguel;Subsecretario;Secretaría de Minería;2017-11-13;Inferior a 4 módulos.;;Regalo conjunto de Comitiva del Estado Polaco
El libro negro de la Justicia - La lógica del dedo en el gatillo de Tato Young;GARAVANO German Carlos;Ministro;Ministerio de Justicia y Derechos Humanos;2017-11-09;Inferior a 4 módulos.;;COSSI Paulina
"1 Corbata; 3 pares de medias; un vino Bicentenario Tapiz; un aceite de oliva Tapiz";GARAVANO Germán Carlos;Ministro;Ministerio de Justicia y Derechos Humanos;2017-11-08;Inferior a 4 módulos.;;PRIETO FASANO Andrés Agustin
1 Set matero de cuero de carpincho color verde musgo con guarda pampa;GARAVANO German Carlos;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-26;Inferior a 4 módulos.;;Superior Tribunal de Justicia de Santiago del Estero
El Agua - La solución de Israel para una cuestión vital en todo el mundo - Seth M. Siegel;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-13;Inferior a 4 módulos.;;Yelin Gabriel
Bombilla de Plata 350;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-21;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;;ALUCIN Guillermo Horacio
Entrada para el Teatro Colón, Ctos. Sinfónico Temporada 2017. Su costo es $ 1150, pero en la entrada figura $0,00.-;Derecho Patricio René;Asesor Presidencia y Vicepresidencia;Agencia de Administración de Bienes del Estado;2017-11-27;Inferior a 4 módulos.;Devuelto previa consulta a la OA;Banco Ciudad
Caja de chocolates de origen belga;Casaux Alsina Florencia Isabel;Gerente;Gerencia General AGP;2017-11-29;Inferior a 4 módulos.;Equipo AGP;Bruynickx Eddy
ENTRADAS PARA CONCIERTO TEATRO COLON;CHIALVO MARIA PAZ;DIRECTORA DE COMPRAS Y CONTRATACIONES;Agencia de Administración de Bienes del Estado;2017-11-27;Inferior a 4 módulos.;Devuelto previa consulta a la OA;BANCO DE LA CIUDAD DE BUENOS AIRES
Entradas para Teatro Colón. Temporada Lírica 2017, Andrea Chenier. La entrada cuesta $4600, pero el valor en la entrada dice $0,00.;Lanús Ramón María;Presidente;Agencia de Administración de Bienes del Estado;2017-11-27;Superior a 4 módulos o imposibilidad de determinar su valor.;Devuelto previa consulta a la OA;Banco Ciudad
Entradas para ctos. sinfónicos Temporada 2017 para 7/12/2017;Garcia LLorente Ramon;DIRECTOR DE GESTIÓN PATRIMONIAL;Agencia de Administración de Bienes del Estado;2017-11-27;Inferior a 4 módulos.;Devuelto previa consulta a la OA;Banco Ciudad
BOTELLA DE VINO;FRIGERIO ROGELIO;MINISTRO;Ministerio del Interior, Obras Públicas y Vivienda;2017-11-23;Inferior a 4 módulos.;;GONZALEZ MARIO
CAJA DE SIDRA Y CAJA DE CHAMPAGNE;FRIGERIO ROGELIO;MINISTRO;Ministerio del Interior, Obras Públicas y Vivienda;2017-11-24;Inferior a 4 módulos.;;GOBERNACION DE RIO NEGRO
"Maqueta primer avión original modelo A 258 del año 1903, "" Wright Flyer"". Reproducción de metal montado en base de madera. Medida 12*10 cm.";Villata Graciela Susana;Secretaria de Servicios Logísticos para la Defensa y Coordinación Militar en Emergencias;Ministerio de Defensa;2017-11-13;Inferior a 4 módulos.;;Gutterman Gregory M.
Dos (2) paquetes de pastas secas artesanales;Merbilhaa Estefanía;Directora Nacional;Ministerio de Desarrollo Social;2017-10-10;Inferior a 4 módulos.;Funcionario;"Cooperativa de Trabajo ""Cauqueva - Maimara """
Un (1) cuadro con relieve;Merbilhaa Estefanía;Directora Nacional;Ministerio de Desarrollo Social;2017-09-20;Inferior a 4 módulos.;Funcionario;"Organización ""Artesanos de Rivadavia"""
LAPICERA ROLLER (MICRO) COLOR VERDE;HUICI HECTOR;SECRETARIO;Ministerio de Modernización;2017-11-23;Inferior a 4 módulos.;;MINISTERIO PUBLICO FISCAL
PLATO DE COLGAR DE PLATA CON LA FIGURA DE JERUSALEN;MILMAN GERARDO FABIAN;SECRETARIO DE SEGURIDAD INTERIOR;Secretaria de Seguridad Interior;2017-11-12;Inferior a 4 módulos.;;SIBAT
Obsequio obtenido: un cuadro de 20 x 30 cm aprox. enmarcada con la figura de Jerusalen;MILMAN GERARDO FABIAN;SECRETARIO DE SEGURIDAD INTERIOR;Secretaria de Seguridad Interior;2017-11-14;Inferior a 4 módulos.;;MIEMBROS DE IAI ELTA
caja con un cuadro de 20 x 30 cm aprox. enmarcada de Jerusalen;MILMAN GERARDO FABIAN;SECRETARIO DE SEGUIDAD INTERIOR;Secretaria de Seguridad Interior;2017-11-15;Inferior a 4 módulos.;;MIEMBROS DE ELBIT
2 Bolígrafos;Milman Gerardo Fabian;Secretario de Seguridad Interior;Secretaria de Seguridad Interior;2017-11-13;Superior a 4 módulos o imposibilidad de determinar su valor.;;Grupo de Personas
Bandeja de 35 cm. x 26 cm., con seis compoteras y sus respectivas cucharitas de latón con baño de metal plateado y ornamentado con tallado de pavos reales y diseños florales realizado por artesanos.;Raimondi Guillermo Daniel;Secretario de Relaciones Exteriores;Ministerio de Relaciones Exteriores y Culto;2017-11-15;Inferior a 4 módulos.;;Embajada de la India en Argentina
"Lapicero de vidrio. Dimensiones: 119 mm largo x 51 mm de ancho x 49 mm de alto. Grabado interior con la inscripción ""Lembrança de Brasilia - DF""";Barañao José Lino Salvador;Ministro de Ciencia, Tecnología e Innovación Productiva;Ministerio de Ciencia, Tecnología e Innovación Productiva;2017-11-15;Inferior a 4 módulos.;;Ministério da Ciência, Tecnologia, Inovações e Comunicações do Brasil
Poncho beige de 76%fibra de vicuña;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-07;Inferior a 4 módulos.;;CORPACCI Lucía
La ganancia económica del delito-Lavado de dinero, decomiso y financiamiento del crimen organizado y del terrorismo;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-07;Inferior a 4 módulos.;;DURRIEU FIGUEROA Roberto
Antonio Di Pietro - Constituzione Italiana - Diritti e Doveri - Editorial Larus;GARAVANO Germán Carlos;Ministro;Ministerio de Justicia y Derechos Humanos;2017-09-11;Inferior a 4 módulos.;;DI PIETRO Antonio
Una caja conteniendo una copa y dos botellas de vino;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2017-08-31;Inferior a 4 módulos.;;Miembro del Ministerio Público Fiscal de la Pcia. de Mendoza
"Un (1) libro: ""Villa Elisa - Segunda Gesta Colonizadora Regional""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-10-10;Inferior a 4 módulos.;Casa de Gobierno;Jesús Sra. Directora de la Escuela Nº 80, Da. Marta
Corbata azul con alfabeto etíope. Ethiopian Tourist Trading Enterprise (ETTE);Barañao José Lino Salvador;Ministro de Ciencia, Tecnología e Innovación Productiva;Ministerio de Ciencia, Tecnología e Innovación Productiva;2017-08-04;Inferior a 4 módulos.;;Embajada de Etiopía
Corbata;SUAREZ SALVIA Marcelo Gabriel;Director Nacional de Ceremonial;Ministerio de Relaciones Exteriores y Culto;2017-11-14;Inferior a 4 módulos.;;Embajada de Corea
Un (1) arpa de filigrana de plata;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-13;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Cartes Sr. Presidente de la República del Paraguay, D. Horacio
"Un (1) ensayo: ""El día que Argentina soñó con Macri""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-13;Inferior a 4 módulos.;Casa de Gobierno;Newbery Sr. Alberto
"""Un (1) libro: """"El Perdón"""" Una (1) imagen de la Virgen de Luján""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-08;Inferior a 4 módulos.;Casa de Gobierno;Raval Sr. Marcelo
"Un (1) libro: ""Elegí el cambio""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-09;Inferior a 4 módulos.;Casa de Gobierno;Ferrari Sra. María Alejandra
"Un (1) libro: ""Por qué fracasan los países""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-05;Inferior a 4 módulos.;Casa de Gobierno;Bernardilli Sra. Norma
"""Un (1) libro: """"La historia de Kaneko"""" Un (1) libro: """"La sabiduría para ser feliz y crear la paz"""" (Dos volúmenes) Una (1) revista: """"Budismo en acción""""""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-05;Inferior a 4 módulos.;Casa de Gobierno;Martínez Sra. Marta
"Un (1) libro: ""Surcos de Amor""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-04;Inferior a 4 módulos.;Casa de Gobierno;Díaz Nóblega Sr. Gustavo y Sra. Flavia
"Dos (2) toallas de mano bordadas con el nombre """"Antonia""""""";Macri Mauricio;Hija del Señor Presidente, Srita. Antonia Macri;Presidencia de la Nación;2017-09-01;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Ciudadano
Una (1) moneda conmemorativa por la inauguración del Aeropuerto Internacional de Tucumán;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-09-01;Inferior a 4 módulos.;Casa de Gobierno;Eurnekian Sr. Presidente de Aeropuertos Argentina 2000, D. Martín
"Un (1) dije de la letra ""A""";Macri Mauricio;Hija del Señor Presidente, Srita. Antonia Macri;Presidencia de la Nación;2017-08-31;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Sr. Antonio Russo Sra. Haydee Gigena
Un (1) cuadro con la foto del señor Presidente;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-31;Inferior a 4 módulos.;Casa de Gobierno;Sr. Antonio Russo Sra. Haydee Gigena y
"Un (1) micrófono inalámbrico con bluetooth color rosa""";Macri Mauricio;Hija del Señor Presidente, Srita. Antonia Macri;Presidencia de la Nación;2017-08-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Galli Sr. Presidente del Grupo NEWSAN, D. Luis
"Un (1) libro: ""De delfos a delphy""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-18;Inferior a 4 módulos.;Casa de Gobierno;Morello Sr. Daniel
Un (1) par de gemelos de plata con el escudo de Estados Unidos de América;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-17;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Pence Sr. Vicepresidente de los Estados Unidos de América, D. Michael
"""Dos (2) potes de 5 lts. de helado Veinticuatro (24) potes individuales de helado Seis (6) palitos helados""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-16;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Helados Münsta Sr. Adrián Fernández
Una (1) figura del niño Jesús pintada a mano;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-12;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Meabe Sra. Susana
Una (1) camiseta de Básquet del Club Central Entrerriano;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-05;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Garbino Presidente del Club Central Entrerriano, D. Daniel
"""Un (1) mate de madera con bombilla Una (1) bandera de Gualeguaychú""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-05;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Piaggio Sr. Intendente de Gualeguaychú, D. Esteban Martín
Una (1) Santa Biblia;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ciudadano
Un (1) par de borcegos de trabajo color negro;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Integral Ka SA Sr. Aníbal Pellarolo
"Un (1) libro: ""Humboldt una mirada atrás""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-01;Inferior a 4 módulos.;Casa de Gobierno;Kröhling Dr. Raúl O.
Una (1) camiseta del Club Defensores de Alto Verde;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ciudadano
"""Para Antonia: Una (1) remera para niña Un (1) morral de tela para niños""";Macri Mauricio;Hija del Señor Presidente, Srita. Antonia Macri;Presidencia de la Nación;2017-08-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Jardín Municipal de la Ciudad de Santa Fe
Un (1) banderín del Club Atlético Unión de Santa Fe;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-08-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Club Atlético Unión
Una (1) caja con artículos religiosos;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-07-31;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Díaz Sra. Susana Beatriz
"""Una (1) botella de vino """"Cien Cosechas - Alfredo Roca"""" - Edición Centenario - 2012 Tres (3) botellas de orujo de uva Cabernet Sauvignon, Merlot y Torrontés Una (1) botella de aceite de oliva Una (1) botella de aceto balsámico""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-07-21;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Cornejo Sr. Gobernador de la Provincia de Mendoza, Lic. D. Alfredo
"Un libro (1): ""Al Gran Fraude Argentino ¡Salud!""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2017-07-31;Inferior a 4 módulos.;Ministerio de Desarrollo Social;Ferraro Sr. Jorge Norberto Apa
